"subject","device","frame.rate.original","frame.rate.no.outliers.sd","frame.rate.no.outliers.10pc"
"59c27a7bc458e800017b59d9","Laptop",28.5909462003836,59.1098267494164,59.8083000336046
"59c8fc7d0aaf750001213da1","Laptop",59.9828049292516,59.9726997513258,59.9956699877957
"59d7748fb656e70001226179","Phone",58.7831488306665,59.8028587632096,59.765850022058
"59d7cd3050f88f000161eb26","Phone",60.0140032674291,59.9055525934952,59.9367773063804
"59d8affc9c15e10001d1e2ea","Laptop",59.9918011205897,60.021009042143,60.0549287966776
"59e5c7787f3d71000171dc5d","Phone",60.0040002666844,59.9561625358287,59.8248017602864
"59e677a624d7bf00012f1104","Laptop",59.8970051497165,60.1643728438493,60.1527662741273
"59e90c9fc0d35a00012953ac","Laptop",59.7373158210121,60.0108188517728,60.1166254113371
"59eb7bc2e75b450001a69693","Laptop",28.9904331570538,59.3372298342621,59.9312123823472
"59f72a20f4217300016cc1c7","Desktop",60.0111292155242,59.9691027283997,59.9497920492094
"59f836d1680a95000122b0d1","Laptop",60.0221292025407,59.8246518824603,60.0197565028105
"59f986488a2d3d00012c199e","Laptop",59.6481757321903,59.9557581806953,59.945116543701
"59ff057a087f2e0001ead80f","Desktop",59.8371470074674,59.9411973505459,59.9047027489491
"5a050aac7542890001aa67dd","Laptop",59.9598712146219,59.9813001461283,59.974760620955
"5a08a7c4fe645f0001e9f03b","Laptop",60.0112023964847,59.9764479305444,59.9559746874165
"5a0af6457ecfc50001be11da","Desktop",60.0001332595983,59.8979692546457,60.0427804810268
"5a11ee6cff266c0001d20b42","Laptop",59.9858033598714,59.9922481926485,60.0041640641276
"5a186c03087f2e0001eaf6ec","Phone",60.0233294450925,59.9245753036017,60.0100016669449
"5a2420437413810001521dd6","Laptop",64.9233784153407,75.0471212662563,75.0309219812099
"5a25c8a96267fa00016e3fb4","Laptop",60.0237295365881,60.1036555298867,60.0310160248178
"5a280910e5bd400001e19ebd","Laptop",59.7998006673307,60.000537518816,59.9510365054221
"5a2877dde2d20d0001320a44","Laptop",47.4500670515431,60.0407102211809,60.044925623895
"5a33bb9f76adf4000199f364","Laptop",54.9045999260388,59.8343172576748,59.2396308189668
"5a41e3217aebf70001152e1c","Desktop",0.145795888572515,19.1376048468875,59.9872367596102
"5a46d551b77a5000014a8ce9","Laptop",59.3881223755369,59.9862731640069,60.7753657160899
"5a4a51827aebf7000115482e","Phone",59.9826620432115,59.8879493336117,59.902658180457
"5a4b5c5135c9d50001fdd221","Phone",59.771190286282,60.061310419128,60.009701916965
"5a4bb2a49f5e570001e8372f","Laptop",59.8398932621748,59.7824256508707,59.756808528359
"5a56481276d1c60001aaeb61","Phone",59.6402913673095,59.8598666038126,59.8489566129796
"5a5a5960f6c5170001950132","Laptop",59.9970001499664,60.6947908760259,60.4251143707725
"5a5e2bbfacc75b00017a8d93","Laptop",18.4282962656984,58.8059190830975,59.7895192502208
"5a5fd26aacc75b00017ab97e","Desktop",60.0035315794135,59.9404772252992,59.9847538730238
"5a6148b363394a00015533d6","Desktop",53.9771496733029,59.9758466633551,59.8807924395706
"5a672aff35f26b0001496086","Laptop",59.7452823897992,59.9966312952717,59.9205519608721
"5a68a20063394a000155c574","Desktop",60.0095295532818,59.995056086679,59.9313286858895
"5a68b1f631b87a0001c75084","Laptop",59.5490004631954,59.7325901146965,59.5962458532442
"5a6a0a5991cb5900011f4096","Desktop",59.9303368164665,59.7924462101254,59.9980820632786
"5a6f87d182968f0001a69f6b","Phone",58.9911513273009,58.9731416169292,58.9858758590865
"5a7398839cdd180001778782","Desktop",59.8870244779944,59.922831739304,59.9306504831606
"5a74bb2e527fd00001462ef7","Desktop",59.9532771016256,60.0249989699547,59.9572804410371
"5a79f1720f1bce000121ba14","Desktop",59.7110412112813,59.8357279901977,59.8239930532279
"5a84d319aa46dd00016ba130","Phone",59.7281568930842,59.8625022389553,59.8339847019877
"5a89f3795292b80001231ef1","Phone",35.3345111503717,33.5286953874258,34.5698114744086
"5a8b5006f1408d000176af87","Laptop",60.0215290992987,60.0099626571095,59.9985000409201
"5a8cd6cff1408d000176c4c6","Laptop",59.8525015746223,59.965519826091,59.9892294912076
"5a90f2c9dbdb470001ee7eba","Desktop",59.8349787952502,59.8360119298049,59.8342059155029
"5a913be789de8200013ea962","Desktop",60.0077300351914,59.5499637413198,59.9455494594898
"5a925ea389de8200013eb274","Phone",56.7735056973358,58.9594254240074,58.9377370158792
"5a93ea4c1eda4100013618b5","Desktop",60.0081299187347,59.9446874013557,59.8767536915244
"5a94439a1eda410001361e24","Laptop",49.9367046438803,55.1150683419448,59.2616004582732
"5a945d966475f900019fac27","Desktop",59.4841375633132,60.0110048834218,59.9672447826142
"5a9555406219a30001d30df4","Laptop",59.9656672387155,60.0025447507624,59.9862531495215
"5a991dd86475f900019fe4b6","Desktop",59.9613153788077,59.9437610226462,59.9525935602078
"5a9abfba6475f900019ff481","Desktop",67.9082072966332,74.985268120212,74.9437118044891
"5a9afd21f05361000171fcd5","Desktop",60.0153287347129,59.967260214479,59.9375650364204
"5a9c8551f053610001720820","Desktop",58.8607805886078,59.995241170672,60.0458949515553
"5a9d935e1ade740001b91713","Laptop",57.7239724291377,59.5855520844607,60.5169105439902
"5aa156c61eda41000136a9f6","Laptop",59.9488818317236,59.5179084819163,59.8650541902841
"5aa1825e35237b000112db9b","Laptop",59.8806388157237,59.984454732858,60.0903236597809
"5aa2ac74873cda00010d4bd2","Desktop",58.6794621882264,59.9819949335899,59.9138738060581
"5aa594654eecca0001ddedf8","Laptop",59.9708142037533,60.0069058226763,60.0176596027861
"5aa5e0554eecca0001ddf1d9","Laptop",59.5626958203212,59.9850715885443,59.8877627951604
"5aaa73e3f8a57d00010fe416","Laptop",59.9975348042502,61.6932574358192,60.3444663284849
"5ab1a4e4811b2000016facfc","Laptop",59.9776083594133,60.0277770356966,59.9859297406904
"5ab55b69e1546900019b56fc","Desktop",60.0191288061484,59.9846107525107,59.8874614773621
"5ab77fe95cd1050001619c28","Desktop",54.4872862998938,60.004191469302,60.0060556573126
"5ab80541a3ba7a0001b41179","Tablet",59.6082978482375,59.9402278602712,59.9519379715115
"5ab9a551f69e940001d90154","Desktop",59.7776829982152,59.9296257860523,59.9082381131989
"5ac25ac8e1099600016a6a56","Desktop",60.0055307708194,59.863375497346,60.0107519270432
"5ac385269534ba0001c72eb8","Desktop",59.8898187309132,59.9888722150177,59.902689370654
"5ac4dae60527ba0001c21286","Desktop",59.9560744268426,59.7924704472152,59.9470467752868
"5ac61699e1546900019c0a9c","Phone",59.4892820143571,59.9229576556342,59.8998941894376
"5acaf9475cd1050001626d15","Laptop",59.9159577055872,59.9763840897118,59.9718269945389
"5acb2cb55cd1050001626ff6","Desktop",59.9748105795529,59.7594344208701,60.0609362168044
"5acb6d11436f550001001d1a","Desktop",59.8776456789304,59.9592729468504,59.8667776851433
"5accdfaebf2ab00001aa8215","Laptop",59.7354051379707,59.8037313782454,59.8045716719945
"5acf3385fa3b4e000173e94d","Phone",59.9824051611535,59.9197198735996,59.9275546147484
"5ad4eb73754a0d0001623264","Desktop",118.72977144019,119.981069956043,120.328252431612
"5ad6150da9ea05000199ffa2","Phone",59.9191524671572,59.9858856746157,59.9798261059574
"5ada203ce34a050001b85276","Laptop",59.9872027300802,61.5806758104132,60.790401781923
"5adcad08eb6040000153619f","Phone",37.2459366552081,37.5896603058601,37.6681992660396
"5adef847cd58990001e4a295","Laptop",59.6862721574466,59.7692364423221,59.7962251550002
"5ae3747e04f55d0001b7689a","Phone",59.937329155277,59.9276269065575,59.9808261431371
"5ae625283ab2fb0001ef3435","Phone",59.8217677914753,59.8819151021032,59.8739977591785
"5ae84de83810080001c06c46","Desktop",60.0149287551227,59.9901932607164,60.0015000390275
"5aea981ba110a00001f7e7d6","Desktop",60.0293313779081,59.9476088124664,60.0450337753315
"5aeaf9a9cb04880001cbd1a5","Desktop",59.9960002666489,59.7942487974439,60.1293553098268
"5aeaff0498799d00018082df","Desktop",60.0020000666689,59.5916345235146,60.0141601765857
"5aeb267462352e00016e4a5c","Laptop",59.8387419204459,61.2453610805238,60.5011872885383
"5aec0cbcc2e5560001bb6922","Laptop",59.9720130606387,59.9945824290578,59.9672073844092
"5aec7d066cc87b0001d70d52","Phone",60.0160042678047,59.9338807721019,59.9342844071044
"5aede0d30ccc2e0001858c7e","Laptop",59.9400932253357,60.0030613806803,60.0285135438682
"5aefbf679516fe0001095c50","Laptop",59.9926634875113,59.9758890898131,59.8877105427328
"5af1773a5bbd0b00015ec658","Laptop",59.9494811487353,60.0275436416857,60.059308566968
"5af189719fd38f000106f918","Phone",59.8497092490535,59.9760638206517,60.0005010458327
"5af4a2ba222e4d0001877809","Desktop",59.6900516580477,59.975767366839,60.0243115185307
"5afb2c233ee4520001deb4b9","Phone",60.0080010668089,59.9582720525362,59.8944262022535
"5afb4ef833b0ee00011f0c3c","Laptop",19.8633561073124,54.8577761360477,59.8644578374968
"5afdb5993eb22c00019bb339","Laptop",58.5118789777109,60.9394991771337,60.1403989380137
"5aff220f2a27ac0001b9938d","Laptop",59.9906629318394,59.9073667128706,59.9850037490631
"5b002cdd5d71ef0001be0bf2","Desktop",60.0576580179621,60.0250160122586,60.0269100512378
"5b032410ba0b370001d2be06","Laptop",59.9654673573789,59.8111154511883,59.8108481908652
"5b032488c573030001c369eb","Desktop",4.19217921626723,51.6772574995706,60.0443806254915
"5b040edcc66dc600019810b7","Laptop",60.054255453866,60.1428140400324,60.1479280054279
"5b0450f9f5cda100015c9477","Laptop",59.2471576700899,60.0023959885087,59.8999140678521
"5b045baec66dc60001981565","Desktop",59.7447602545689,59.9871068435555,59.9473266167203
"5b047a1e2b8a98000163163d","Laptop",59.9201509002067,60.0017737873122,59.9868270766752
"5b05ad911794bc00013667a5","Desktop",60.0131289132668,60.0403266248963,60.0280130726055
"5b06b6705a7fbd00017d6941","Desktop",23.5256375982548,102.262120462814,112.8293996959
"5b07ad449d397e0001919a3b","Desktop",50.5501536164856,59.9098386586512,60.0422372896556
"5b0824e131cebe000177f99b","Laptop",59.9684166339041,59.9882835383761,59.997668376544
"5b09c74df2df760001a370ae","Laptop",59.9938006406007,59.9012429763328,59.8817325393551
"5b0a00fbd282ff00015b545b","Laptop",56.018983137153,59.2992518124109,58.5570267669659
"5b0a8b9930d5620001552505","Desktop",59.8153887167364,59.979770735019,59.8782420156711
"5b0e2bce30d56200015576ea","Laptop",59.918353744302,59.757375563472,59.8045857214125
"5b0f1d6fbd9c310001568249","Phone",59.6926379079891,59.9899842808878,59.9346243830968
"5b114d8d1d9f8d000188a975","Laptop",59.3841642228131,59.4545515689399,59.4867855864281
"5b11905d2b765e00010ebd2c","Phone",60.0080010668089,59.8949211908931,59.9966691647932
"5b12f9d81e55760001b9f397","Tablet",59.8499086922325,60.6798991488563,60.7182243405414
"5b157fb0d282ff00015c3f67","Laptop",59.6715565580428,59.7494962000616,59.7642816600338
"5b15b176c85dc40001625ce9","Desktop",59.1157956472612,60.011115695107,59.9989852183447
"5b1816a42767e20001e4c938","Laptop",60.0020000666689,59.9536492795486,60.0516752792132
"5b185bfb68a5ed000173430f","Desktop",59.8003986693434,59.7077087468037,59.8430319342646
"5b1b07d188ee7400012afb84","Phone",55.6652502882516,59.3406815587122,59.3993457215814
"5b1c0fd7c9d3cb0001103913","Laptop",60.0119290786599,60.0338687398694,60.0437819243606
"5b1c9e3e44127b00013fe24d","Laptop",59.9613152804642,59.921315444366,60.0108428208017
"5b1d07c24c72120001f2114e","Phone",60.0100016669445,59.8456964892412,60.1218291054733
"5b1d303d3522660001b43e37","Desktop",56.4800437178837,59.963848101682,59.7149009816987
"5b1e422d4c72120001f22afb","Tablet",59.9986659551761,59.9214145383104,60.0575551570252
"5b1e8cc568a5ed000173b53a","Laptop",59.7215880876976,60.005727666279,59.9749720609702
"5b1eddba6abcf800014c0c9f","Phone",59.7405799467636,59.973064729014,59.8559949913381
"5b1edfdc4b4e4f0001113e6e","Desktop",60.0217291322824,59.9917252790187,59.9635221935867
"5b208f9968a5ed000173dc7d","Phone",33.6932613477305,33.3688442901818,33.4119009221354
"5b215376791ca800010bd3c2","Laptop",59.9760095961615,51.449130521687,58.6893658616055
"5b21670e38b0be00014138e8","Desktop",60.0185287629007,59.8414392438254,59.9930008167482
"5b21c7ba60c40e0001039e4f","Laptop",59.5466193048061,60.0940691540225,60.0441723551847
"5b2262cb023fe30001505576","Phone",59.9174951421174,60.0410926587334,60.0490825092756
"5b2274a931d0080001ba0235","Laptop",57.6337175581353,59.7445698033972,60.1117104885398
"5b2277bb60c40e000103a9fe","Laptop",59.9546757315325,59.8726981864594,59.9026581896203
"5b22a68fc6eff00001dd836a","Desktop",59.9644679695052,60.0024722622165,59.8735171952116
"5b23e13582730900012a044a","Laptop",59.924544400155,59.9905844374214,59.8927009151983
"5b2439d1a7cee100011d6845","Phone",45.2205208524253,50.2106366143833,47.1481040904934
"5b24f3487481b70001274508","Tablet",59.9820620625961,60.1010232412924,60.0435315603812
"5b24f4c734ffd00001b428ec","Phone",59.306919140566,59.7820612132175,59.6762229644469
"5b2556d8d79c5c00012b570d","Desktop",59.703980265351,59.9986387149469,60.0469641060047
"5b25abdb007d870001c7b29f","Phone",59.7269624574988,59.8166874295796,59.7932896324725
"5b264fc3007d870001c7c0a2","Laptop",59.9960002666917,59.9795044911705,59.9452547162767
"5b26c7047f78160001462baa","Tablet",59.9216178502994,59.9913951035363,59.9790323995373
"5b2729eb5b5c0900018abb71","Phone",59.9706647109807,59.8900536074026,60.0475376339599
"5b2759695b5c0900018abf0a","Desktop",60.1380874553884,59.653258307353,60.0883406950579
"5b275c2f7297750001c71aa3","Laptop",59.9742110892286,59.9894790795964,60.0121606873522
"5b27b2090ec82d0001d22f12","Laptop",59.9340126187915,59.9712037430095,59.9879774095275
"5b27c43c878ec200017b0cd0","Desktop",51.4724961079484,59.9712621946693,59.9990551300578
"5b27c9ada4461700011c6a85","Phone",59.9375289603563,59.8886126372245,59.9388532060973
"5b27cdc77297750001c72662","Laptop",47.8649116198703,47.9951499637039,47.9641333479671
"5b27f552878ec200017b11d5","Laptop",59.9706647109807,60.0289377166123,60.1177305556715
"5b281a8db1cd7500014987e3","Laptop",60.0051309218576,60.031723806811,60.0350204290822
"5b2821e7ff61dd0001f96723","Phone",59.3429294948639,59.6843809010513,59.687479042383
"5b283c960ec82d0001d23f9a","Laptop",59.9518785366232,60.0992768514684,60.0102517511273
"5b284d7e007d870001c7fb15","Desktop",58.8231366554507,59.940694718803,59.9054437854668
"5b28593c007d870001c7fcd9","Desktop",59.9406923665704,59.9711709300267,60.0750938265568
"5b2862e48ecf3f000161b883","Phone",60.0193288232746,59.889570136513,59.9650204047637
"5b2863f6007d870001c7fe5c","Laptop",59.9786076297439,59.7735502034592,59.9155942712293
"5b287e86a1bdd30001391039","Laptop",59.9,60.0039280223617,59.9751424301134
"5b28859c7f78160001465e75","Laptop",60.0028001306894,59.9035125570827,60.0339122859614
"5b28887634ffd00001b48e16","Phone",59.9233461089818,59.9813529472703,60.0033358352098
"5b289fb67f7816000146615b","Laptop",52.9857203483661,59.6994949979117,59.8985676807939
"5b28e6bb007d870001c80cc0","Laptop",60.0137288483437,61.2679911551385,60.700585885782
"5b28f2fc0ec82d0001d25517","Laptop",42.1238701931094,59.6605682409114,60.0332857822159
"5b2904d68c745200013b7a82","Laptop",58.7039135942396,60.0687918868125,60.0862032176845
"5b29139a7297750001c74b85","Laptop",40.0062624290458,39.9905663281317,39.9865045560109
"5b292601c8e4b100010a97c6","Laptop",60.0861801785583,60.1339209525026,60.1241676637697
"5b2928e6007d870001c811bd","Laptop",59.9159577055945,59.9971813404734,59.9011776263211
"5b2939c07f78160001466f4a","Desktop",60.0330178848224,60.0200039027796,60.0286785756422
"5b293a207f78160001466f52","Phone",59.1003940026454,59.528950832805,59.4671441930593
"5b293e2d5646180001bdd152","Laptop",59.9926634875113,59.9209165568286,59.9925009373833
"5b293f523096610001b108e1","Tablet",60.00600060006,59.882935614588,60.0366636113659
"5b294ff134ffd00001b49fab","Phone",60.0020000666689,59.129422888105,59.9367773063805
"5b295e14fede2100013a9d1f","Desktop",59.9980000666644,59.9590425353342,60.0366636113657
"5b296504bbd4880001117a19","Desktop",119.836528974106,120.178160379166,120.371494221981
"5b29674b3c9cde00011824ba","Phone",59.5343255721111,59.5760259164403,59.6273810269873
"5b296c0c2bc7780001c23df9","Laptop",59.8768476188666,59.9633000536577,59.9296514250922
"5b29705c2bc7780001c23e7e","Laptop",60.1028812068082,60.1024465479635,60.0804403391311
"5b29773234ffd00001b4a3af","Phone",59.8846320562835,59.9250936329588,60.0250626566414
"5b297953dddd920001d7845b","Laptop",60.0390487045817,61.9552109449788,60.8098983660866
"5b2982c80ec82d0001d261a0","Laptop",60.0095295533109,60.0011365118319,60.0350204280624
"5b2990397f7816000146788d","Laptop",60.0003993541784,59.9776789387694,59.9864429071631
"5b29996c0ec82d0001d26425","Phone",57.2615131304901,59.6738947723682,59.282573079497
"5b299e205b5c0900018afc84","Phone",53.9682497353256,58.6109521583145,57.7330297300602
"5b29a5197297750001c75a5b","Tablet",41.9944007465671,60.1108562691132,60.0237953599048
"5b29b956007d870001c82114","Laptop",60.0735676301529,60.0598587654989,60.0253088685405
"5b29ce398ecf3f000161dd02","Laptop",58.4731023729923,59.8491578268138,59.6467079615005
"5b29efd80ec82d0001d26d43","Laptop",60.0040002666844,60.0216172397487,60.2777545386096
"5b29f05c7f78160001468274","Tablet",60.0420294205944,59.8916741892924,60.0016655562961
"5b29f504007d870001c826c9","Phone",59.9259679194318,59.9615806805709,59.9066822196312
"5b2a1fea5b5c0900018b0a9e","Phone",59.9840042655292,59.3537895927603,60.0116608362485
"5b2a2dfda4e0a50001dc1b0c","Laptop",60.0140032674291,59.9087752740146,60.0767114149921
"5b2a30a774a66b0001dd335c","Phone",60.0305319085235,59.9839110211026,60.0007500098473
"5b2a40740ec82d0001d2760e","Phone",59.8960069328711,59.9527769222872,59.8543184183149
"5b2a4dd58ecf3f000161e9b1","Laptop",60.0973957795237,61.9893042877999,60.5691483776425
"5b2a50e75b5c0900018b0f16","Phone",59.3198874921628,59.8602565439721,59.7624599485898
"5b2a5354007d870001c8307f","Phone",59.286364136248,59.5780351025484,59.5868256207702
"5b2a542b7297750001c76cc9","Laptop",59.9942005605698,59.9791640678173,59.9996669022058
"5b2a55d28ecf3f000161ea5c","Desktop",59.8806388157237,59.8458875046675,59.9824685895563
"5b2a70fbc293b90001732b3e","Phone",59.9293380441304,59.8266306664772,60.0158485214996
"5b2a72f7c293b90001732b89","Phone",59.5805687993865,60.0768544568723,60.2054563826204
"5b2a76c92df20a00017d97a2","Desktop",59.7900349941656,60.0013438150881,59.8664997917074
"5b2a7adee5f58d00014c8571","Laptop",59.8946094851445,59.9702156852912,59.9513885124906
"5b2a7fc3b332d00001638bab","Phone",59.6755330314528,59.6827943939428,59.6997502801412
"5b2a86867f7816000146923a","Laptop",59.9213490635182,59.9911718676861,59.969077793215
"5b2a8992007d870001c83615","Phone",33.310016321908,33.3287614867645,33.3263990014562
"5b2a8afe0ec82d0001d27d37","Desktop",59.9393272660599,59.8241068993728,60.0208550573514
"5b2a8de4173ca80001b2aad4","Desktop",139.484191791523,143.619782267182,144.101025662706
